#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321AFD7CC
#Date Time: 2020-11-20 17:32:15.605
#Start: 0.05 Hz
#Stop: 5000 Hz
#Steps: 201
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 54.3664 V
#Offset: 0.00145283 V
#Relative: no
#Channel: Channel 2
#Range: 54.9218 V
#Offset: 0.00173285 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
0.05,0.08940679733030935,-73.74447810553248,145.5363708634458
0.05296268625886448,0.08768991684519237,-75.14344406835512,81.65871430509151
0.05610092271509815,0.08789508000682861,-67.89717551471982,75.99999329439382
0.05942511137185095,0.08797221095767922,-79.57013784030553,76.51663976466695
0.06294627058970831,0.09089760709532357,-67.81646255378718,87.87022719673581
0.0666760716081662,0.0890015878372194,-73.74990942096257,89.45877125189536
0.07062687723113778,0.08871334688387289,-82.55608642568114,154.5545600288868
0.07481178280472164,0.08755777527388561,-71.34609095012283,96.72380888620522
0.0792446596230557,0.08567191549511929,-74.728940150862,96.89636915879429
0.08394020090612812,0.08878139888373839,-77.96486053362317,92.56157194509095
0.08891397050194615,0.08718373096142366,-64.59812930776647,98.51010203710945
0.09418245447449011,0.09079146551034753,-72.89611806057988,93.32052558527056
0.09976311574844415,0.08891768396533606,-63.38816765649769,85.8339109998457
0.1056744519918322,0.08924617561207998,-74.81613742639601,75.29220294093408
0.1119360569284171,0.08877549582100008,-62.06333182798782,101.9440043103261
0.1185686852830828,0.08824748386735672,-61.80184118729625,94.17888637372147
0.1255943215754789,0.08987564167150572,-61.34838344478592,102.17377442853
0.1330362529899404,0.08795213009633979,-74.35053973498167,71.23605791002502
0.1409191465632227,0.08850096284552117,-73.33691531011826,121.0674155299801
0.1492691309458979,0.08836719729289415,-67.9895674393469,96.51533318060592
0.158113883008419,0.08973908822542563,-64.89018959576342,86.85159981473623
0.167482719578914,0.08941039228116961,-68.74311748247537,80.67469343044726
0.1774066946167877,0.08838130797480116,-62.37127350986839,86.90907619083549
0.1879187021442222,0.08773463445688615,-64.71484674012757,79.87976932438443
0.1990535852767485,0.08776876790133663,-68.18099267765436,87.90720350629384
0.2108482517142911,0.08796234397421951,-66.46680639942038,91.28708172612855
0.2233417960754817,0.08821668955739459,-65.30932634300021,90.03942300609904
0.2365756294807402,0.08793538785492926,-63.94324901409883,97.79623281658779
0.2505936168136362,0.08935647026508627,-66.51333054226926,105.2458921606425
0.265442222115494,0.08982763350068645,-64.57844919953088,80.7725614163565
0.2811706625951745,0.09016432001046946,-62.6339299593043,89.31666381103098
0.2978310717645055,0.08956740455579781,-63.13949219240197,93.42468594973502
0.3154786722400965,0.08883887449625107,-58.55367628240951,88.94518599320091
0.3341719587843074,0.08869640335127274,-58.68156056909953,89.46797648717202
0.3539728921920694,0.08850590151291929,-60.56240627820537,87.69053173698094
0.3749471046662279,0.08964871494891066,-58.79897559913715,98.56866034656309
0.3971641173621403,0.08987463697562564,-58.0128977683386,90.77670630690757
0.4206975708225982,0.08837127067050163,-56.90769755452002,84.56442575298676
0.4456254690668721,0.08894584286189669,-56.7089532967198,91.73263383590776
0.4720304381429623,0.08781957568634811,-56.39762338372868,86.48103019749945
0.5,0.0875592382108127,-54.41923911480668,90.49683534502682
0.5296268625886443,0.08943724365715777,-54.69437895676531,93.58275608321671
0.5610092271509816,0.08943952734655061,-55.18371923951616,88.92261799517722
0.5942511137185088,0.08896485875334728,-54.95887425139025,90.66018633230227
0.6294627058970831,0.08901985742292989,-53.50378045437524,90.30773978972746
0.666760716081662,0.0901213067353199,-53.5347747648494,90.29205378204514
0.7062687723113771,0.0882989251085545,-51.89292114378945,89.74428058727625
0.7481178280472164,0.09012715676026532,-52.49834348845472,93.41222512860122
0.7924465962305571,0.08711096648696928,-51.60882769448395,92.37934055553323
0.8394020090612804,0.08881648373792397,-50.90684619065324,90.25523769870361
0.8891397050194614,0.08797462903153042,-50.54528186836822,92.52285584076556
0.9418245447449001,0.0890158481004482,-50.5392414036115,88.24370847690969
0.9976311574844394,0.08914793632504518,-49.68877170685953,90.23334411748172
1.056744519918324,0.08816866789274294,-48.71625201198967,88.03173444027067
1.11936056928417,0.08767108723232159,-48.27070937066051,88.97288231152024
1.185686852830828,0.08680965268691951,-48.20465389719558,89.8948285835755
1.255943215754791,0.08811925680168656,-47.39905303529746,88.98005475029578
1.330362529899404,0.08751196663979874,-46.9602520081921,91.38510350997024
1.409191465632228,0.08678802657916609,-46.77261505726121,90.87460550417774
1.492691309458979,0.08944049124271539,-46.11461948978036,89.84052539623144
1.58113883008419,0.08846291493039471,-45.8960422425131,89.97059112231216
1.674827195789136,0.08744758376489789,-45.08668448775714,89.27802303917376
1.774066946167878,0.09014619471455579,-44.5899182350187,89.92041368565658
1.87918702144222,0.08898977124010896,-44.32989388165954,89.87795412767271
1.990535852767489,0.08840568423025291,-43.50786546468311,90.29319919877874
2.108482517142911,0.08740553594312263,-42.99730683575375,89.46786626357674
2.233417960754817,0.08793327139707566,-42.57947063842782,89.48907661104818
2.365756294807401,0.08886535697784606,-42.2715288092636,89.13348212749581
2.505936168136363,0.08774455516247762,-41.79307468064042,89.01569293496919
2.65442222115494,0.08916081859374701,-41.1939085900045,88.97301946728101
2.811706625951746,0.08869634179902601,-40.70179854268707,89.71391313971372
2.978310717645052,0.08744054082467045,-40.49510128096338,89.31174593080345
3.154786722400965,0.09018749098610063,-39.75944555121957,89.69273772420087
3.341719587843075,0.08892827954726949,-39.34952192146443,89.70495025262809
3.53972892192069,0.08814183985008926,-38.77027323210397,89.08425659504218
3.749471046662279,0.08812876101329686,-38.30066236529908,88.2539541608173
3.971641173621407,0.08750708354034215,-38.00548394083751,88.79343818277994
4.206975708225974,0.08939289130963202,-37.27833954196887,88.49805032263838
4.45625469066873,0.0885649648284645,-36.85342173358485,89.80298071742047
4.720304381429617,0.0887848810737501,-36.3080593137754,88.59699446874782
5,0.08844659692006027,-35.78874907094827,88.44931841456651
5.296268625886449,0.08877271517216412,-35.4928828068368,88.48606533559105
5.610092271509815,0.09000238418251214,-34.77575924705618,88.29180149001746
5.942511137185095,0.08872507574048283,-34.39362886976302,88.58135435103367
6.294627058970831,0.08793179790764796,-33.87875318234957,88.50682560362128
6.667607160816621,0.08819301122697,-33.33690993988491,88.34791948619511
7.062687723113763,0.08857000761310498,-32.89719725278552,88.10408209616007
7.481178280472172,0.08850892855484115,-32.3538482584275,87.90240429834586
7.924465962305563,0.0887969395926755,-31.97504276458131,87.50184396929936
8.394020090612813,0.08776864219446279,-31.4351250073501,87.80625316492524
8.891397050194614,0.08863044030051007,-30.90847429077958,87.65732703909418
9.41824544744901,0.08716467637251024,-30.41952176137775,87.59294835874165
9.976311574844395,0.08815272283547265,-29.96565963161873,87.68136703922742
10.56744519918324,0.08707318670937703,-29.44159991448313,87.34446260478362
11.19360569284169,0.089247657690313,-28.97733635875557,87.40152219764248
11.85686852830828,0.08872302105720466,-28.40875211022813,87.41118571088816
12.5594321575479,0.08764925520001639,-27.96927313404811,87.18121744714921
13.30362529899404,0.08785428779205048,-27.47198782874655,87.04627467241001
14.09191465632227,0.08705227121044394,-26.94499793649734,86.85421850170314
14.9269130945898,0.08648448628282454,-26.46260051552641,86.70284543337252
15.8113883008419,0.08795338916131168,-25.95359168772588,86.65700712056484
16.74827195789138,0.08803375077819259,-25.4356942881023,86.22252273929382
17.74066946167877,0.08953017281549613,-24.95137161979518,86.12074546111248
18.79187021442221,0.08708954203938882,-24.45222038872352,85.92149468606031
19.90535852767487,0.0876450772558055,-23.96477228385059,85.864992176816
21.08482517142911,0.08743943776423437,-23.47374518831429,85.57980746670805
22.33417960754817,0.08677004302901128,-22.99087245876906,85.29978033706863
23.65756294807404,0.08750481008231178,-22.50284647935476,85.03300746342853
25.05936168136362,0.08679489722711664,-21.99772797092671,84.86532463594239
26.54422221154942,0.08656190661873066,-21.50940200495333,84.59110634671117
28.11706625951745,0.08709744493087573,-21.01709757155227,84.18424921263863
29.78310717645055,0.08631822777753564,-20.55637618442257,83.92801124040602
31.54786722400968,0.08690886011513485,-20.06820949041105,83.58292592781534
33.41719587843071,0.08648528902941653,-19.59673326567471,83.28888445493067
35.39728921920687,0.08652137914318758,-19.11501427980219,82.99309075933127
37.49471046662279,0.08521139043438081,-18.62071621496036,82.56410872552259
39.71641173621407,0.08355714610035206,-18.14563175594251,82.12065123215484
42.06975708225973,0.0851774643182486,-17.66684781329455,81.75127965152296
44.56254690668725,0.08367641866793762,-17.18988909419841,81.28377803995335
47.20304381429614,0.08270065539158852,-16.71230646934384,80.82168673680771
50,0.08453065882180852,-16.23345921595951,80.24350871388117
52.96268625886443,0.08813792554300204,-15.76451568781082,79.54095166899052
56.10092271509815,0.08723163372989098,-15.31731034062559,78.98089836879149
59.42511137185092,0.07313082491469003,-14.80840679929491,78.93092691007874
62.94627058970838,0.08195894472475557,-14.26633771592563,77.98566636546525
66.6760716081662,0.087558479101223,-13.8388526449923,77.07281991287914
70.6268772311377,0.07873352704708494,-13.37506669553487,76.63955722787345
74.81178280472167,0.07698927851961643,-12.87841518075265,75.97028524801352
79.24465962305571,0.07868642406305257,-12.40800275775694,75.15382190887546
83.94020090612804,0.07505338209189907,-11.93514210613118,74.37465405609284
88.91397050194615,0.07617360619809542,-11.47043990249264,73.5257871211692
94.18245447449006,0.07506709317573754,-11.00402805408066,72.64147239652331
99.76311574844405,0.07242681958649172,-10.54280916770909,71.69533398305703
105.6744519918324,0.06978942975807188,-10.10290933526336,70.77710538518393
111.936056928417,0.07077551147072954,-9.669916921021048,69.75595716356752
118.5686852830828,0.06867307141824511,-9.237327003849407,68.63481728280544
125.5943215754791,0.0646244659290402,-8.808728100046983,67.56245175474345
133.0362529899406,0.06315266187446703,-8.385628250807283,66.4299904657092
140.9191465632226,0.06039761227482682,-7.961480761125067,65.18934234827083
149.2691309458978,0.05583179989666215,-7.551278298729359,63.95028867142942
158.1138830084189,0.05305376054122275,-7.145375443498148,62.68541850886738
167.4827195789138,0.04893401389337144,-6.749955798759959,61.29401722141026
177.4066946167877,0.04815743546938307,-6.369551335342659,59.95336673111289
187.918702144222,0.04039638567071264,-5.992043551565014,58.5022450914073
199.0535852767486,0.03817793645286109,-5.630693271858305,57.0421088861767
210.8482517142911,0.03253709086066833,-5.2832165742075,55.5295800972884
223.3417960754815,0.0260450030112334,-4.945890397038151,53.98666976397904
236.5756294807402,0.02324123547426615,-4.623334623114231,52.43814208966947
250.5936168136361,0.0156397356776343,-4.309932088539553,50.82563985112272
